,video,mos,content,codec,fr,res,bitrate,dmos
685,USOpen_AVC_HFR_540p_1300K_604,61.48583413333334,USOpen_604,AVC,HFR,540p,1300,-7.345089999999999
686,Cricket1_AVC_HFR_396p_600K_210,45.35637904484583,Cricket1_210,AVC,HFR,396p,600,-29.06861937953996
687,USOpen_AVC_SFR_540p_1200K_604,55.99473616666667,USOpen_604,AVC,SFR,540p,1200,-12.836187966666671
688,Cricket1_AVC_SFR_396p_400K_210,40.24599200533383,Cricket1_210,AVC,SFR,396p,400,-34.17900641905196
689,TNFNFL_AVC_SFR_288p_200K_4211,18.23640271,TNFNFL_4211,AVC,SFR,288p,200,-44.55579382333333
690,EPLNight_AVC_SFR_540p_1800K_58,54.27648794638932,EPLNight_58,AVC,SFR,540p,1800,-33.009394840301646
691,TNFNFL_AVC_HFR_540p_1900K_4211,49.238396066666674,TNFNFL_4211,AVC,HFR,540p,1900,-13.553800466666658
692,USOpen_HEVC_HFR_540p_1900K_604,63.55009293333333,USOpen_604,HEVC,HFR,540p,1900,-5.280831200000009
693,TNFNFL_HEVC_SFR_540p_1900K_4211,46.71348699999999,TNFNFL_4211,HEVC,SFR,540p,1900,-16.07870953333334
694,USOpen_HEVC_HFR_720p_2200K_604,72.24062483333334,USOpen_604,HEVC,HFR,720p,2200,3.409700700000002
695,TNFNFL_AVC_HFR_396p_900K_4211,39.112880499999996,TNFNFL_4211,AVC,HFR,396p,900,-23.679316033333336
696,Cricket1_AVC_SFR_540p_1200K_210,49.863476018891944,Cricket1_210,AVC,SFR,540p,1200,-24.561522405493847
697,TNFNFL_HEVC_HFR_540p_1900K_4211,48.9251248,TNFNFL_4211,HEVC,HFR,540p,1900,-13.867071733333333
698,EPLNight_AVC_SFR_396p_800K_58,38.15263036164232,EPLNight_58,AVC,SFR,396p,800,-49.13325242504864
699,TNFNFL_HEVC_SFR_288p_300K_4211,22.551340989999996,TNFNFL_4211,HEVC,SFR,288p,300,-40.24085554333334
700,EPLNight_HEVC_SFR_396p_900K_58,42.06435476592414,EPLNight_58,HEVC,SFR,396p,900,-45.22152802076682
701,Cricket2_HEVC_HFR_540p_1100K_210,58.48701738330793,Cricket2_210,HEVC,HFR,540p,1100,-16.8891482898987
702,Cricket1_AVC_HFR_396p_900K_210,48.3443729063573,Cricket1_210,AVC,HFR,396p,900,-26.08062551802849
703,Cricket2_HEVC_HFR_720p_2200K_210,62.95184981321007,Cricket2_210,HEVC,HFR,720p,2200,-12.424315859996561
704,EPLNight_AVC_HFR_540p_1300K_58,50.96827413531584,EPLNight_58,AVC,HFR,540p,1300,-36.317608651375124
705,USOpen_HEVC_SFR_288p_300K_604,37.227711899999996,USOpen_604,HEVC,SFR,288p,300,-31.603212233333345
706,Cricket2_HEVC_SFR_540p_1900K_210,64.80192944042884,Cricket2_210,HEVC,SFR,540p,1900,-10.574236232777793
707,TNFNFL_AVC_HFR_540p_1300K_4211,44.515729533333335,TNFNFL_4211,AVC,HFR,540p,1300,-18.276466999999997
708,Cricket2_AVC_SFR_540p_1800K_210,63.11930705430668,Cricket2_210,AVC,SFR,540p,1800,-12.256858618899948
709,EPLNight_AVC_SFR_396p_400K_58,33.59279291339407,EPLNight_58,AVC,SFR,396p,400,-53.69308987329689
710,Cricket1_HEVC_HFR_396p_900K_210,50.67322600360636,Cricket1_210,HEVC,HFR,396p,900,-23.75177242077943
711,Cricket2_AVC_HFR_288p_300K_210,35.12155621706218,Cricket2_210,AVC,HFR,288p,300,-40.25460945614445
712,TNFNFL_AVC_SFR_396p_400K_4211,30.977095733333332,TNFNFL_4211,AVC,SFR,396p,400,-31.8151008
713,EPLNight_HEVC_SFR_396p_600K_58,37.17887088688682,EPLNight_58,HEVC,SFR,396p,600,-50.10701189980414
714,Cricket2_HEVC_SFR_540p_1100K_210,59.220818376150156,Cricket2_210,HEVC,SFR,540p,1100,-16.155347297056473
715,USOpen_HEVC_SFR_720p_2200K_604,67.14123393333333,USOpen_604,HEVC,SFR,720p,2200,-1.6896902000000154
716,Cricket1_AVC_HFR_540p_1300K_210,54.57103436427439,Cricket1_210,AVC,HFR,540p,1300,-19.8539640601114
717,Cricket2_AVC_SFR_540p_1200K_210,58.458472707454476,Cricket2_210,AVC,SFR,540p,1200,-16.917692965752153
718,Cricket1_AVC_SFR_288p_200K_210,25.370137526297288,Cricket1_210,AVC,SFR,288p,200,-49.054860898088506
719,EPLNight_AVC_HFR_396p_900K_58,42.131330948071636,EPLNight_58,AVC,HFR,396p,900,-45.15455183861933
720,USOpen_HEVC_SFR_396p_600K_604,49.398302799999996,USOpen_604,HEVC,SFR,396p,600,-19.432621333333344
721,Cricket1_AVC_HFR_540p_1900K_210,56.17715323135746,Cricket1_210,AVC,HFR,540p,1900,-18.247845193028333
722,Cricket2_AVC_SFR_288p_200K_210,30.579304569223673,Cricket2_210,AVC,SFR,288p,200,-44.796861103982955
723,TNFNFL_AVC_SFR_540p_1800K_4211,50.526873733333325,TNFNFL_4211,AVC,SFR,540p,1800,-12.265322800000007
724,EPLNight_HEVC_HFR_396p_900K_58,39.3417223123712,EPLNight_58,HEVC,HFR,396p,900,-47.94416047431976
725,USOpen_AVC_HFR_720p_2200K_604,72.37483783333333,USOpen_604,AVC,HFR,720p,2200,3.5439136999999903
726,EPLNight_AVC_SFR_540p_1200K_58,49.806998950491135,EPLNight_58,AVC,SFR,540p,1200,-37.47888383619983
727,USOpen_HEVC_HFR_396p_900K_604,52.25975573333334,USOpen_604,HEVC,HFR,396p,900,-16.571168399999998
728,EPLNight_AVC_HFR_720p_2200K_58,65.61437407101687,EPLNight_58,AVC,HFR,720p,2200,-21.671508715674094
729,USOpen_AVC_HFR_396p_600K_604,49.48226516666667,USOpen_604,AVC,HFR,396p,600,-19.34865896666667
730,EPLNight_HEVC_HFR_540p_1100K_58,51.89967395364323,EPLNight_58,HEVC,HFR,540p,1100,-35.38620883304773
731,Cricket1_HEVC_SFR_540p_1100K_210,56.20495604264349,Cricket1_210,HEVC,SFR,540p,1100,-18.220042381742303
732,Cricket2_HEVC_SFR_720p_2200K_210,67.03858910305777,Cricket2_210,HEVC,SFR,720p,2200,-8.337576570148855
733,Cricket1_AVC_HFR_720p_2200K_210,63.04316181683703,Cricket1_210,AVC,HFR,720p,2200,-11.381836607548763
734,EPLDay_AVC_HFR_720p_2200K_8,52.877960705025664,EPLDay_8,AVC,HFR,720p,2200,-3.2247132134974237
735,EPLDay_AVC_HFR_720p_2200K_0,50.27878071103383,EPLDay_0,AVC,HFR,720p,2200,-4.085310891505891
736,EPLDay_AVC_HFR_396p_600K_8,50.01150255235587,EPLDay_8,AVC,HFR,396p,600,-6.091171366167217
737,EPLDay_AVC_HFR_396p_900K_0,51.223050392649334,EPLDay_0,AVC,HFR,396p,900,-3.141041209890389
738,EPLDay_AVC_HFR_288p_300K_0,46.725074376943354,EPLDay_0,AVC,HFR,288p,300,-7.639017225596369
739,EPLDay_AVC_HFR_288p_300K_8,44.38113550118013,EPLDay_8,AVC,HFR,288p,300,-11.721538417342956
740,EPLDay_AVC_HFR_396p_900K_8,61.04895698639848,EPLDay_8,AVC,HFR,396p,900,4.946283067875392
741,EPLDay_AVC_HFR_396p_600K_0,53.16723057653172,EPLDay_0,AVC,HFR,396p,600,-1.1968610260080013
