,video,mos_list,content,codec,fr,res,bitrate
198,EPLDay_HEVC_SFR_288p_300K_0,"[12, 9, 15, 28, 2, 1, 1, 26, 35, 11, 31, 27, 4, 54, 19, 23, 13, 16, 84, 12, 24, 27, 13, 23, 18, 13, 8, 1, 28, 3, 22]",EPLDay_0,HEVC,SFR,288p,300
199,TNFF_HEVC_HFR_396p_600K_16,"[16, 13, 19, 32, 42, 6, 29, 17, 32, 50, 23, 26, 42, 38, 16, 28, 28, 24, 22, 40, 20, 51, 38, 45, 35, 34, 43, 31, 16, 17, 36]",TNFF_16,HEVC,HFR,396p,600
200,EPLDay_HEVC_HFR_540p_1900K_8,"[48, 36, 51, 48, 41, 43, 17, 65, 85, 58, 61, 49, 48, 40, 52, 76, 37, 62, 51, 62, 59, 68, 65, 61, 50, 49, 48, 74, 78, 69, 80]",EPLDay_8,HEVC,HFR,540p,1900
201,USOpen_AVC_HFR_396p_600K_0,"[32, 33, 35, 42, 28, 34, 36, 39, 47, 46, 37, 50, 83, 62, 44, 39, 19, 44, 62, 53, 36, 49, 71, 49, 38, 60, 48, 35, 52, 58]",USOpen_0,AVC,HFR,396p,600
202,EPLNight_HEVC_SFR_396p_900K_0,"[22, 38, 61, 38, 30, 48, 18, 53, 40, 42, 54, 35, 27, 29, 54, 37, 18, 24, 46, 62, 30, 41, 40, 51, 43, 45, 37, 22, 23, 38, 34, 55]",EPLNight_0,HEVC,SFR,396p,900
203,Cricket2_HEVC_SFR_540p_1100K_90,"[31, 71, 56, 48, 12, 43, 38, 43, 75, 67, 85, 65, 80, 70, 44, 30, 60, 56, 59, 71, 76, 43, 35, 39, 44, 32, 57, 62, 49, 27]",Cricket2_90,HEVC,SFR,540p,1100
204,USOpen_AVC_SFR_720p_2000K_166,"[71, 72, 64, 55, 72, 60, 78, 49, 46, 96, 96, 89, 91, 53, 78, 69, 50, 56, 83, 51, 81, 60, 73, 71, 82, 61, 83, 75, 71, 85, 90]",USOpen_166,AVC,SFR,720p,2000
205,EPLNight_AVC_SFR_540p_1200K_0,"[51, 44, 50, 65, 8, 33, 34, 74, 64, 58, 75, 57, 28, 56, 36, 39, 45, 49, 54, 55, 47, 48, 48, 85, 42, 60, 50, 40, 73, 43]",EPLNight_0,AVC,SFR,540p,1200
206,TNFF_AVC_SFR_396p_400K_144,"[2, 10, 55, 32, 3, 11, 17, 7, 30, 6, 31, 1, 1, 28, 35, 28, 9, 20, 40, 7, 37, 35, 1, 58, 35, 19, 36, 1, 20, 28, 22]",TNFF_144,AVC,SFR,396p,400
207,USOpen_AVC_HFR_540p_1300K_166,"[47, 1, 48, 31, 66, 52, 31, 28, 70, 87, 38, 60, 87, 55, 66, 47, 35, 44, 59, 63, 82, 60, 56, 70, 59, 48, 39, 61, 35, 74, 64]",USOpen_166,AVC,HFR,540p,1300
208,EPLDay_HEVC_HFR_288p_300K_0,"[7, 24, 2, 26, 3, 43, 20, 1, 22, 12, 34, 24, 15, 46, 16, 10, 2, 11, 1, 6, 29, 16, 14, 52, 3, 26, 4, 1, 7, 12, 18]",EPLDay_0,HEVC,HFR,288p,300
209,USOpen_HEVC_HFR_540p_1900K_166,"[31, 46, 51, 78, 71, 56, 44, 42, 60, 91, 58, 69, 83, 89, 61, 77, 62, 67, 49, 74, 69, 86, 59, 64, 65, 56, 61, 61, 100, 46, 73, 56]",USOpen_166,HEVC,HFR,540p,1900
210,Cricket2_HEVC_HFR_540p_1900K_90,"[41, 67, 23, 67, 44, 26, 29, 26, 65, 78, 41, 59, 69, 34, 54, 28, 66, 59, 72, 64, 80, 59, 40, 45, 43, 30, 27, 43, 28, 44]",Cricket2_90,HEVC,HFR,540p,1900
211,USOpen_AVC_SFR_396p_400K_0,"[32, 22, 38, 29, 29, 22, 52, 6, 37, 42, 47, 47, 46, 40, 70, 18, 37, 42, 50, 54, 75, 36, 42, 34, 58, 32, 40, 24, 37, 41, 46]",USOpen_0,AVC,SFR,396p,400
212,TNFF_AVC_HFR_288p_300K_144,"[3, 1, 11, 17, 17, 1, 1, 1, 1, 3, 1, 24, 9, 1, 32, 7, 8, 1, 24, 1, 27, 3, 11, 64, 1, 20, 1, 1, 24, 3, 31]",TNFF_144,AVC,HFR,288p,300
213,TNFF_SRC_SRC_SRC_SRC_16,"[75, 89, 58, 80, 81, 61, 73, 49, 98, 83, 96, 55, 100, 100, 92, 87, 56, 82, 93, 88, 95, 84, 83, 80, 68, 100, 100, 86, 100, 83]",TNFF_16,SRC,SRC,SRC,100000
214,Cricket1_AVC_HFR_720p_2200K_86,"[45, 30, 62, 36, 50, 25, 42, 37, 96, 86, 48, 90, 73, 35, 65, 36, 73, 74, 70, 74, 94, 73, 80, 47, 42, 7, 49, 45, 70, 38]",Cricket1_86,AVC,HFR,720p,2200
215,Cricket2_AVC_SFR_288p_200K_90,"[10, 21, 32, 20, 4, 21, 1, 12, 32, 6, 24, 19, 51, 25, 11, 18, 17, 1, 16, 25, 24, 17, 10, 25, 1, 1, 58, 7, 22]",Cricket2_90,AVC,SFR,288p,200
216,EPLDay_HEVC_SFR_396p_600K_0,"[9, 36, 44, 42, 4, 5, 26, 49, 48, 25, 38, 37, 41, 17, 32, 23, 31, 36, 26, 20, 47, 27, 55, 27, 35, 21, 49, 46, 37, 64]",EPLDay_0,HEVC,SFR,396p,600
217,TNFF_SRC_SRC_SRC_SRC_144,"[61, 59, 80, 78, 49, 44, 54, 38, 79, 89, 95, 90, 87, 94, 70, 58, 61, 57, 68, 100, 82, 47, 50, 64, 70, 65, 43, 72, 65, 96, 97]",TNFF_144,SRC,SRC,SRC,100000
218,EPLDay_SRC_SRC_SRC_SRC_0,"[77, 84, 82, 77, 84, 67, 90, 100, 100, 100, 100, 100, 100, 100, 100, 97, 100, 100, 100, 99, 97, 73, 100, 99, 93, 83, 90, 94, 79, 98, 99]",EPLDay_0,SRC,SRC,SRC,100000
219,EPLNight_HEVC_HFR_540p_1100K_0,"[50, 45, 45, 49, 45, 20, 42, 25, 34, 60, 61, 60, 47, 33, 67, 40, 43, 58, 61, 59, 75, 50, 58, 74, 45, 29, 50, 72, 73, 81]",EPLNight_0,HEVC,HFR,540p,1100
220,Cricket1_AVC_SFR_288p_200K_86,"[17, 1, 24, 2, 25, 1, 31, 1, 34, 45, 12, 40, 34, 11, 8, 14, 16, 4, 6, 27, 7, 24, 27, 7, 33, 3, 31, 20, 12, 3, 15, 3]",Cricket1_86,AVC,SFR,288p,200
221,TNFF_HEVC_HFR_720p_2200K_16,"[44, 43, 74, 68, 38, 52, 6, 29, 77, 80, 72, 74, 59, 72, 67, 27, 62, 74, 87, 90, 49, 91, 65, 55, 49, 70, 60, 53, 95, 80]",TNFF_16,HEVC,HFR,720p,2200
222,USOpen_HEVC_SFR_720p_2200K_0,"[47, 54, 76, 55, 48, 31, 51, 82, 72, 90, 80, 82, 65, 74, 56, 58, 70, 73, 90, 75, 50, 62, 47, 53, 26, 71, 68, 74, 62]",USOpen_0,HEVC,SFR,720p,2200
223,TNFF_AVC_SFR_540p_1800K_144,"[30, 42, 48, 40, 32, 46, 9, 36, 86, 43, 61, 34, 42, 51, 69, 50, 22, 42, 50, 70, 33, 50, 55, 79, 39, 47, 48, 71, 71, 63]",TNFF_144,AVC,SFR,540p,1800
224,USOpen_HEVC_SFR_396p_600K_166,"[32, 20, 42, 25, 46, 21, 49, 25, 33, 67, 26, 49, 57, 36, 51, 37, 24, 32, 44, 32, 71, 38, 47, 44, 42, 41, 49, 34, 66, 38]",USOpen_166,HEVC,SFR,396p,600
225,TNFF_AVC_HFR_540p_1300K_144,"[30, 1, 30, 57, 41, 41, 44, 23, 40, 83, 30, 47, 57, 74, 59, 25, 15, 17, 43, 61, 53, 11, 38, 31, 44, 37, 43, 34, 39, 46, 47, 20]",TNFF_144,AVC,HFR,540p,1300
226,TNFNFL_AVC_HFR_396p_600K_0,"[5, 1, 18, 17, 26, 5, 13, 1, 42, 41, 2, 48, 31, 33, 35, 16, 12, 31, 5, 14, 45, 1, 26, 45, 2, 32, 17, 38, 22, 21, 30]",TNFNFL_0,AVC,HFR,396p,600
227,EPLDay_HEVC_SFR_288p_300K_8,"[5, 7, 21, 23, 1, 27, 12, 7, 14, 24, 27, 27, 38, 26, 18, 5, 6, 10, 1, 2, 19, 24, 52, 30, 8, 21, 1, 23, 4, 18]",EPLDay_8,HEVC,SFR,288p,300
228,EPLNight_AVC_HFR_540p_1900K_0,"[49, 48, 79, 65, 58, 45, 49, 35, 85, 61, 95, 68, 74, 91, 52, 48, 38, 43, 56, 51, 56, 56, 37, 60, 60, 51, 50, 24, 48, 47, 80, 64]",EPLNight_0,AVC,HFR,540p,1900
229,USOpen_HEVC_SFR_396p_900K_166,"[30, 4, 38, 33, 35, 27, 40, 16, 29, 48, 31, 58, 59, 28, 46, 28, 16, 39, 50, 53, 57, 48, 57, 75, 34, 43, 34, 34, 39, 60, 52]",USOpen_166,HEVC,SFR,396p,900
230,Cricket1_AVC_HFR_396p_900K_86,"[48, 11, 26, 49, 38, 15, 21, 10, 25, 48, 30, 49, 53, 29, 49, 35, 13, 40, 73, 29, 55, 31, 44, 37, 39, 13, 27, 47, 50, 38]",Cricket1_86,AVC,HFR,396p,900
231,TNFNFL_HEVC_HFR_540p_1900K_0,"[43, 48, 59, 52, 6, 46, 28, 51, 73, 55, 51, 73, 73, 47, 52, 35, 34, 41, 75, 80, 37, 50, 70, 43, 46, 44, 47, 70, 70, 68]",TNFNFL_0,HEVC,HFR,540p,1900
232,Cricket1_HEVC_HFR_540p_1100K_86,"[47, 40, 72, 54, 32, 37, 14, 85, 77, 47, 71, 64, 32, 65, 20, 53, 52, 73, 61, 52, 47, 72, 66, 39, 49, 33, 63, 20, 76, 57]",Cricket1_86,HEVC,HFR,540p,1100
233,EPLDay_HEVC_SFR_540p_1100K_8,"[34, 38, 39, 54, 35, 42, 31, 35, 44, 40, 51, 51, 25, 31, 44, 13, 45, 56, 52, 19, 44, 44, 66, 56, 47, 20, 60, 53, 59, 41]",EPLDay_8,HEVC,SFR,540p,1100
234,EPLDay_HEVC_SFR_396p_900K_20,"[61, 39, 39, 39, 23, 49, 48, 89, 16, 50, 45, 27, 22, 56, 30, 34, 57, 5, 20, 66, 44, 34, 25, 72, 39, 36, 34, 26, 34, 35]",EPLDay_20,HEVC,SFR,396p,900
235,USOpen_AVC_HFR_288p_300K_12,"[40, 25, 32, 33, 49, 40, 28, 50, 3, 31, 31, 38, 7, 41, 20, 13, 14, 9, 3, 74, 17, 21, 30, 44, 37, 8, 29, 20, 34, 38]",USOpen_12,AVC,HFR,288p,300
236,Cricket1_AVC_SFR_720p_2000K_198,"[33, 35, 44, 35, 67, 48, 69, 67, 4, 57, 74, 36, 43, 78, 25, 52, 55, 44, 29, 81, 52, 68, 50, 37, 55, 85, 58, 37, 47, 37]",Cricket1_198,AVC,SFR,720p,2000
237,USOpen_HEVC_HFR_288p_300K_12,"[37, 14, 22, 28, 49, 42, 57, 50, 4, 21, 35, 20, 16, 26, 19, 48, 27, 6, 2, 71, 51, 24, 37, 32, 40, 34, 37, 35, 36, 23]",USOpen_12,HEVC,HFR,288p,300
238,TNFF_HEVC_SFR_540p_1900K_32,"[80, 93, 68, 92, 69, 61, 73, 89, 69, 73, 74, 88, 55, 79, 67, 99, 100, 61, 47, 97, 75, 71, 59, 100, 64, 69, 73, 64, 68, 61]",TNFF_32,HEVC,SFR,540p,1900
239,USOpen_HEVC_SFR_540p_1900K_12,"[81, 81, 62, 51, 71, 61, 78, 73, 31, 48, 70, 67, 62, 71, 48, 69, 47, 53, 44, 99, 66, 68, 52, 71, 55, 57, 49, 57, 38, 55]",USOpen_12,HEVC,SFR,540p,1900
240,EPLDay_AVC_HFR_540p_1300K_20,"[19, 49, 62, 64, 36, 42, 53, 82, 12, 37, 38, 30, 22, 46, 20, 42, 24, 35, 24, 78, 49, 76, 35, 38, 36, 44, 50, 38, 41, 41]",EPLDay_20,AVC,HFR,540p,1300
241,USOpen_AVC_SFR_540p_1800K_12,"[66, 66, 72, 78, 54, 41, 73, 59, 55, 70, 62, 74, 52, 56, 43, 51, 49, 59, 33, 68, 39, 65, 54, 84, 45, 58, 61, 35, 30, 43]",USOpen_12,AVC,SFR,540p,1800
242,TNFNFL_SRC_SRC_SRC_SRC_3184,"[67, 78, 77, 63, 73, 62, 65, 70, 54, 73, 68, 63, 31, 97, 61, 86, 53, 45, 40, 97, 65, 93, 64, 80, 57, 55, 69, 24, 49, 42]",TNFNFL_3184,SRC,SRC,SRC,100000
243,EPLDay_AVC_HFR_396p_900K_20,"[14, 72, 26, 21, 24, 32, 37, 67, 5, 19, 59, 33, 14, 36, 19, 41, 31, 2, 4, 71, 49, 57, 29, 54, 26, 44, 25, 25, 35, 41]",EPLDay_20,AVC,HFR,396p,900
244,Cricket1_AVC_HFR_540p_1300K_198,"[44, 16, 36, 44, 65, 43, 66, 65, 3, 45, 62, 36, 21, 39, 49, 46, 77, 48, 24, 65, 38, 41, 40, 32, 33, 66, 49, 18, 38, 51]",Cricket1_198,AVC,HFR,540p,1300
245,USOpen_HEVC_HFR_720p_2200K_12,"[82, 94, 80, 62, 70, 68, 71, 79, 57, 87, 36, 81, 39, 79, 69, 73, 92, 42, 46, 85, 70, 82, 62, 76, 70, 64, 84, 69, 51, 46]",USOpen_12,HEVC,HFR,720p,2200
246,Cricket1_AVC_HFR_396p_600K_198,"[23, 25, 26, 37, 24, 38, 40, 58, 5, 29, 41, 34, 14, 42, 29, 35, 26, 5, 17, 53, 15, 49, 37, 14, 31, 39, 35, 34, 37, 24]",Cricket1_198,AVC,HFR,396p,600
247,USOpen_HEVC_HFR_396p_600K_12,"[62, 37, 41, 50, 48, 44, 66, 69, 35, 34, 60, 48, 58, 48, 36, 65, 54, 31, 25, 89, 44, 81, 49, 68, 44, 45, 37, 50, 44, 44]",USOpen_12,HEVC,HFR,396p,600
248,TNFF_AVC_HFR_540p_1900K_32,"[72, 77, 58, 80, 43, 55, 93, 99, 33, 62, 75, 40, 12, 69, 69, 60, 67, 27, 36, 97, 57, 75, 62, 75, 49, 73, 59, 33, 48, 68]",TNFF_32,AVC,HFR,540p,1900
249,Cricket1_AVC_SFR_540p_1200K_198,"[42, 75, 46, 29, 47, 67, 50, 73, 13, 29, 56, 31, 23, 78, 24, 27, 59, 44, 26, 76, 57, 35, 40, 42, 37, 55, 50, 41, 45, 36]",Cricket1_198,AVC,SFR,540p,1200
250,TNFF_HEVC_SFR_396p_900K_32,"[60, 67, 73, 51, 29, 49, 73, 69, 35, 43, 72, 50, 14, 33, 35, 49, 36, 43, 39, 96, 54, 61, 61, 74, 44, 43, 37, 63, 54, 16]",TNFF_32,HEVC,SFR,396p,900
251,Cricket1_AVC_HFR_396p_900K_198,"[36, 19, 37, 34, 32, 42, 57, 57, 4, 49, 69, 31, 6, 43, 24, 40, 61, 31, 26, 74, 43, 48, 33, 49, 37, 8, 38, 3, 39, 47]",Cricket1_198,AVC,HFR,396p,900
252,TNFF_AVC_HFR_396p_900K_32,"[49, 62, 48, 31, 39, 40, 50, 68, 24, 48, 72, 41, 28, 47, 17, 60, 33, 24, 7, 76, 46, 24, 49, 43, 50, 34, 26, 25, 43, 34]",TNFF_32,AVC,HFR,396p,900
253,EPLDay_HEVC_SFR_540p_1100K_20,"[51, 72, 51, 46, 41, 49, 70, 70, 7, 60, 56, 40, 37, 49, 41, 58, 47, 37, 27, 54, 37, 64, 41, 48, 41, 36, 48, 57, 30, 43]",EPLDay_20,HEVC,SFR,540p,1100
254,TNFF_HEVC_HFR_288p_300K_32,"[33, 36, 38, 9, 36, 26, 45, 66, 3, 2, 14, 14, 2, 19, 11, 27, 8, 10, 10, 68, 37, 15, 26, 55, 17, 24, 22, 13, 28, 28]",TNFF_32,HEVC,HFR,288p,300
255,USOpen_HEVC_SFR_396p_600K_12,"[58, 60, 46, 62, 73, 40, 59, 71, 33, 50, 58, 54, 12, 48, 37, 37, 55, 40, 18, 76, 50, 36, 43, 59, 38, 43, 43, 39, 27, 67]",USOpen_12,HEVC,SFR,396p,600
256,TNFNFL_HEVC_SFR_396p_900K_3184,"[26, 30, 40, 37, 35, 39, 49, 65, 1, 19, 33, 44, 9, 44, 15, 42, 67, 28, 36, 65, 52, 66, 51, 46, 35, 49, 35, 7, 46, 31]",TNFNFL_3184,HEVC,SFR,396p,900
257,EPLDay_HEVC_HFR_540p_1100K_20,"[43, 65, 42, 53, 36, 42, 64, 63, 25, 39, 63, 37, 41, 31, 39, 51, 57, 33, 36, 94, 45, 62, 41, 84, 32, 42, 59, 25, 47, 37]",EPLDay_20,HEVC,HFR,540p,1100
258,Cricket1_HEVC_HFR_720p_2200K_198,"[67, 52, 74, 56, 33, 65, 58, 95, 34, 75, 73, 39, 15, 73, 46, 48, 55, 61, 33, 52, 58, 50, 39, 64, 78, 78, 33, 6, 34, 33]",Cricket1_198,HEVC,HFR,720p,2200
259,EPLDay_HEVC_SFR_288p_300K_20,"[8, 13, 2, 6, 12, 21, 25, 17, 2, 22, 25, 8, 6, 15, 3, 18, 10, 13, 2, 34, 8, 24, 34, 44, 10, 7, 1, 1, 21, 25]",EPLDay_20,HEVC,SFR,288p,300
260,USOpen_AVC_HFR_396p_600K_12,"[46, 45, 28, 43, 40, 42, 70, 59, 43, 27, 62, 61, 6, 35, 36, 49, 50, 41, 27, 66, 51, 46, 49, 42, 46, 36, 49, 50, 36, 42]",USOpen_12,AVC,HFR,396p,600
261,TNFNFL_AVC_SFR_540p_1800K_3184,"[45, 42, 49, 46, 70, 53, 68, 72, 3, 56, 38, 34, 6, 55, 34, 43, 53, 49, 22, 76, 61, 74, 60, 75, 49, 43, 62, 39, 48, 41]",TNFNFL_3184,AVC,SFR,540p,1800
262,USOpen_AVC_SFR_720p_2000K_12,"[67, 72, 88, 90, 73, 68, 87, 76, 64, 48, 49, 73, 54, 63, 72, 74, 67, 44, 37, 89, 81, 74, 37, 75, 57, 54, 96, 31, 41, 69]",USOpen_12,AVC,SFR,720p,2000
263,EPLDay_HEVC_SFR_720p_2200K_20,"[77, 77, 66, 88, 56, 61, 65, 90, 39, 78, 82, 38, 22, 85, 43, 43, 99, 43, 47, 82, 70, 57, 49, 85, 35, 68, 78, 71, 34, 54]",EPLDay_20,HEVC,SFR,720p,2200
264,USOpen_AVC_SFR_540p_1200K_12,"[69, 69, 61, 56, 55, 63, 78, 74, 32, 67, 94, 58, 16, 49, 57, 41, 80, 34, 36, 74, 52, 66, 40, 41, 45, 38, 73, 26, 36, 61]",USOpen_12,AVC,SFR,540p,1200
265,EPLDay_AVC_SFR_396p_800K_20,"[43, 37, 32, 43, 25, 49, 24, 20, 29, 21, 13, 70, 44, 44, 24, 48, 33, 32, 14, 1, 22, 53]",EPLDay_20,AVC,SFR,396p,800
266,TNFF_AVC_SFR_396p_800K_32,"[34, 22, 31, 41, 42, 48, 57, 61, 9, 35, 71, 41, 18, 36, 46, 58, 39, 11, 18, 72, 52, 46, 41, 42, 30, 45, 43, 65, 50, 42]",TNFF_32,AVC,SFR,396p,800
267,EPLDay_AVC_SFR_288p_200K_20,"[1, 1, 1, 1, 11, 7, 1, 1, 3, 1, 1, 1, 24, 4, 7, 13, 22, 1, 19, 1, 1, 5, 21]",EPLDay_20,AVC,SFR,288p,200
268,TNFNFL_AVC_SFR_540p_1200K_3184,"[34, 25, 49, 48, 27, 66, 66, 56, 4, 31, 74, 39, 5, 49, 43, 61, 35, 58, 24, 94, 59, 50, 46, 56, 49, 55, 62, 41, 44, 58]",TNFNFL_3184,AVC,SFR,540p,1200
269,EPLDay_AVC_SFR_720p_2000K_20,"[63, 60, 63, 71, 40, 57, 66, 26, 36, 45, 49, 66, 27, 89, 71, 62, 50, 62, 40, 66, 61, 74, 26, 41]",EPLDay_20,AVC,SFR,720p,2000
270,TNFNFL_HEVC_HFR_288p_300K_3184,"[6, 17, 17, 1, 3, 5, 25, 3, 2, 1, 41, 15, 1, 3, 1, 1, 10, 1, 2, 20, 3, 20, 26, 1, 9, 10, 8, 1, 13, 23]",TNFNFL_3184,HEVC,HFR,288p,300
271,USOpen_HEVC_HFR_540p_1100K_12,"[65, 73, 68, 71, 79, 58, 93, 69, 24, 76, 28, 49, 28, 65, 48, 45, 66, 47, 42, 80, 60, 61, 59, 74, 54, 71, 60, 37, 44, 45]",USOpen_12,HEVC,HFR,540p,1100
272,TNFNFL_HEVC_SFR_288p_300K_3184,"[1, 2, 13, 1, 43, 25, 48, 42, 1, 3, 28, 16, 1, 11, 1, 1, 13, 1, 2, 21, 33, 21, 29, 44, 37, 4, 25, 1, 37, 16]",TNFNFL_3184,HEVC,SFR,288p,300
273,USOpen_AVC_HFR_720p_2200K_12,"[78, 74, 73, 87, 57, 68, 71, 61, 50, 29, 35, 83, 27, 50, 72, 34, 76, 46, 49, 77, 65, 78, 59, 77, 44, 79, 72, 73, 43, 37]",USOpen_12,AVC,HFR,720p,2200
274,EPLDay_HEVC_SFR_540p_1900K_20,"[78, 57, 84, 64, 49, 66, 57, 72, 20, 47, 61, 53, 31, 72, 55, 45, 57, 38, 46, 93, 58, 64, 40, 75, 40, 59, 63, 67, 37, 43]",EPLDay_20,HEVC,SFR,540p,1900
275,TNFF_AVC_HFR_720p_2200K_32,"[77, 68, 72, 81, 71, 53, 93, 73, 73, 70, 100, 60, 75, 82, 73, 91, 71, 37, 39, 90, 72, 59, 63, 50, 58, 68, 48, 81, 53, 68]",TNFF_32,AVC,HFR,720p,2200
276,EPLDay_HEVC_HFR_396p_900K_20,"[32, 29, 43, 34, 39, 42, 53, 70, 4, 47, 75, 33, 15, 44, 21, 41, 70, 27, 27, 83, 47, 55, 36, 56, 19, 33, 44, 24, 36, 41]",EPLDay_20,HEVC,HFR,396p,900
277,Cricket1_HEVC_HFR_396p_600K_198,"[31, 8, 33, 41, 34, 42, 58, 44, 9, 47, 38, 25, 11, 49, 19, 17, 10, 36, 2, 36, 12, 33, 32, 15, 30, 39, 38, 42, 34, 43]",Cricket1_198,HEVC,HFR,396p,600
278,USOpen_HEVC_HFR_540p_1900K_12,"[67, 72, 52, 95, 40, 60, 91, 65, 42, 82, 75, 74, 20, 70, 37, 72, 69, 44, 12, 94, 66, 76, 57, 87, 42, 64, 62, 78, 50, 55]",USOpen_12,HEVC,HFR,540p,1900
279,TNFF_AVC_SFR_540p_1200K_32,"[57, 48, 48, 44, 49, 52, 70, 78, 32, 26, 72, 43, 20, 80, 37, 63, 40, 41, 22, 91, 69, 73, 58, 74, 37, 20, 38, 74, 48, 39]",TNFF_32,AVC,SFR,540p,1200
280,USOpen_SRC_SRC_SRC_SRC_12,"[80, 83, 100, 80, 63, 79, 80, 87, 73, 83, 34, 85, 44, 83, 73, 71, 90, 64, 23, 70, 76, 83, 58, 87, 80, 85, 89, 86, 43, 74]",USOpen_12,SRC,SRC,SRC,100000
281,TNFNFL_AVC_SFR_720p_2000K_3184,"[55, 58, 61, 64, 62, 58, 63, 89, 14, 59, 63, 73, 49, 75, 48, 81, 86, 60, 43, 74, 65, 71, 45, 85, 48, 64, 49, 45, 49, 32]",TNFNFL_3184,AVC,SFR,720p,2000
282,TNFF_HEVC_SFR_540p_1100K_32,"[64, 64, 61, 77, 61, 65, 91, 84, 52, 55, 94, 68, 59, 60, 62, 91, 68, 41, 39, 92, 60, 69, 58, 73, 54, 73, 73, 55, 50, 61]",TNFF_32,HEVC,SFR,540p,1100
283,TNFNFL_HEVC_HFR_720p_2200K_3184,"[63, 75, 72, 61, 50, 56, 69, 60, 41, 56, 33, 48, 53, 61, 52, 74, 79, 40, 30, 74, 57, 70, 58, 68, 59, 43, 83, 21, 47, 47]",TNFNFL_3184,HEVC,HFR,720p,2200
284,Cricket1_AVC_HFR_720p_2200K_198,"[60, 48, 29, 45, 53, 85, 59, 69, 22, 56, 67, 35, 7, 53, 54, 58, 60, 31, 36, 70, 73, 71, 42, 44, 52, 63, 53, 75, 51, 46]",Cricket1_198,AVC,HFR,720p,2200
285,TNFNFL_AVC_HFR_540p_1300K_3184,"[39, 52, 48, 39, 43, 44, 60, 67, 4, 32, 53, 39, 28, 47, 25, 35, 26, 41, 34, 69, 46, 55, 47, 59, 45, 37, 75, 42, 37, 43]",TNFNFL_3184,AVC,HFR,540p,1300
286,Cricket1_HEVC_SFR_396p_900K_198,"[42, 51, 49, 42, 41, 55, 50, 59, 5, 60, 31, 36, 21, 48, 33, 29, 43, 16, 1, 59, 43, 44, 45, 45, 42, 37, 29, 61, 43, 34]",Cricket1_198,HEVC,SFR,396p,900
287,TNFF_HEVC_SFR_288p_300K_32,"[25, 32, 34, 32, 25, 26, 50, 57, 17, 12, 30, 35, 2, 42, 31, 7, 30, 26, 10, 90, 32, 13, 31, 29, 31, 30, 38, 38, 27, 32]",TNFF_32,HEVC,SFR,288p,300
288,EPLDay_AVC_HFR_540p_1900K_20,"[64, 64, 49, 41, 25, 51, 35, 73, 28, 46, 41, 48, 48, 56, 29, 52, 65, 26, 36, 99, 49, 78, 59, 43, 38, 35, 71, 48, 52, 43]",EPLDay_20,AVC,HFR,540p,1900
289,TNFF_HEVC_SFR_396p_600K_32,"[37, 34, 49, 48, 51, 45, 47, 61, 19, 18, 71, 37, 19, 34, 27, 66, 68, 31, 23, 74, 52, 56, 37, 57, 40, 54, 51, 43, 46, 42]",TNFF_32,HEVC,SFR,396p,600
290,TNFNFL_HEVC_HFR_396p_600K_3184,"[20, 4, 40, 20, 40, 28, 22, 62, 3, 23, 38, 39, 4, 25, 18, 68, 14, 37, 13, 63, 41, 48, 33, 43, 25, 42, 27, 25, 35, 48]",TNFNFL_3184,HEVC,HFR,396p,600
291,Cricket1_HEVC_SFR_720p_2200K_198,"[86, 62, 49, 61, 43, 66, 60, 79, 12, 62, 72, 45, 19, 90, 53, 65, 80, 49, 39, 67, 70, 49, 54, 47, 55, 77, 76, 72, 44, 50]",Cricket1_198,HEVC,SFR,720p,2200
292,EPLDay_AVC_HFR_288p_300K_20,"[1, 1, 1, 1, 4, 3, 10, 4, 1, 8, 4, 1, 3, 1, 1, 1, 1, 1, 2, 26, 7, 6, 6, 1, 1, 8, 1, 1, 9, 1]",EPLDay_20,AVC,HFR,288p,300
293,TNFNFL_HEVC_HFR_540p_1100K_3184,"[34, 37, 55, 34, 72, 43, 66, 72, 3, 9, 35, 37, 11, 75, 28, 28, 37, 41, 29, 88, 44, 64, 50, 37, 40, 58, 59, 25, 48, 41]",TNFNFL_3184,HEVC,HFR,540p,1100
294,TNFF_AVC_HFR_396p_600K_32,"[44, 19, 52, 30, 42, 44, 51, 74, 5, 10, 63, 35, 8, 39, 27, 15, 7, 10, 21, 57, 32, 63, 37, 18, 28, 21, 28, 14, 33, 36]",TNFF_32,AVC,HFR,396p,600
295,EPLDay_HEVC_HFR_540p_1900K_20,"[80, 54, 54, 73, 67, 51, 70, 76, 47, 29, 76, 40, 11, 73, 60, 51, 87, 43, 30, 99, 51, 56, 54, 69, 37, 44, 60, 66, 50, 40]",EPLDay_20,HEVC,HFR,540p,1900
296,TNFF_HEVC_HFR_720p_2200K_32,"[78, 75, 82, 100, 82, 65, 73, 98, 78, 48, 73, 89, 85, 57, 72, 100, 95, 42, 55, 96, 69, 79, 59, 89, 60, 64, 68, 39, 61, 73]",TNFF_32,HEVC,HFR,720p,2200
297,TNFNFL_AVC_HFR_396p_600K_3184,"[19, 18, 39, 6, 48, 27, 39, 14, 1, 6, 27, 20, 8, 25, 6, 31, 25, 3, 7, 47, 31, 41, 33, 41, 11, 43, 39, 10, 46, 34]",TNFNFL_3184,AVC,HFR,396p,600
