,video,mos,mos_std,content,codec,fr,res,bitrate
453,EPLDay_HEVC_SFR_540p_1100K_8,42.3,12.559591288466887,EPLDay_8,HEVC,SFR,540p,1100
454,Cricket1_AVC_HFR_540p_1900K_86,54.241379310344826,19.430965639507214,Cricket1_86,AVC,HFR,540p,1900
455,EPLNight_AVC_HFR_396p_900K_0,38.61290322580645,17.045815718432596,EPLNight_0,AVC,HFR,396p,900
456,USOpen_HEVC_HFR_396p_600K_166,39.86666666666667,15.903319010683132,USOpen_166,HEVC,HFR,396p,600
457,EPLNight_AVC_SFR_396p_800K_0,37.03225806451613,13.778159133015306,EPLNight_0,AVC,SFR,396p,800
458,TNFF_HEVC_SFR_540p_1100K_144,48.03225806451613,14.400904700450845,TNFF_144,HEVC,SFR,540p,1100
459,EPLNight_AVC_HFR_540p_1900K_0,56.96875,16.055537158173813,EPLNight_0,AVC,HFR,540p,1900
460,TNFNFL_HEVC_SFR_396p_600K_0,35.03333333333333,12.765796314979944,TNFNFL_0,HEVC,SFR,396p,600
461,Cricket1_AVC_SFR_540p_1800K_86,53.733333333333334,19.397479790483665,Cricket1_86,AVC,SFR,540p,1800
462,EPLDay_AVC_SFR_540p_1800K_0,50.43333333333333,14.657610840636872,EPLDay_0,AVC,SFR,540p,1800
463,TNFNFL_AVC_HFR_288p_300K_0,12.67741935483871,15.061994677427395,TNFNFL_0,AVC,HFR,288p,300
464,TNFNFL_AVC_SFR_720p_2000K_0,47.758620689655174,15.482259419031598,TNFNFL_0,AVC,SFR,720p,2000
465,Cricket2_AVC_SFR_288p_200K_90,18.310344827586206,13.354847881951311,Cricket2_90,AVC,SFR,288p,200
466,TNFNFL_HEVC_SFR_720p_2200K_0,57.806451612903224,15.99882930160367,TNFNFL_0,HEVC,SFR,720p,2200
467,Cricket1_HEVC_SFR_288p_300K_86,19.551724137931036,13.322488653547435,Cricket1_86,HEVC,SFR,288p,300
468,USOpen_HEVC_SFR_540p_1900K_0,55.25806451612903,16.102429674281844,USOpen_0,HEVC,SFR,540p,1900
469,TNFF_SRC_SRC_SRC_SRC_16,82.5,14.644111444536332,TNFF_16,SRC,SRC,SRC,100000
470,Cricket2_AVC_HFR_396p_900K_90,38.0,13.870367578914177,Cricket2_90,AVC,HFR,396p,900
471,Cricket1_HEVC_HFR_288p_300K_86,21.766666666666666,13.052926449225433,Cricket1_86,HEVC,HFR,288p,300
472,TNFF_HEVC_SFR_540p_1100K_16,51.806451612903224,17.50653215385932,TNFF_16,HEVC,SFR,540p,1100
473,Cricket2_HEVC_HFR_540p_1900K_90,48.36666666666667,17.219143093919886,Cricket2_90,HEVC,HFR,540p,1900
474,EPLNight_HEVC_SFR_540p_1900K_0,57.774193548387096,19.54103982015444,EPLNight_0,HEVC,SFR,540p,1900
475,TNFNFL_AVC_HFR_720p_2200K_0,51.2,20.82210364012244,TNFNFL_0,AVC,HFR,720p,2200
476,Cricket2_AVC_HFR_540p_1900K_90,45.310344827586206,15.005983745058371,Cricket2_90,AVC,HFR,540p,1900
477,TNFNFL_AVC_SFR_396p_800K_0,33.53333333333333,14.937053108145381,TNFNFL_0,AVC,SFR,396p,800
478,TNFF_AVC_HFR_288p_300K_144,11.290322580645162,13.968151673942561,TNFF_144,AVC,HFR,288p,300
479,Cricket1_HEVC_HFR_396p_600K_86,35.15625,16.454690393243503,Cricket1_86,HEVC,HFR,396p,600
480,EPLNight_AVC_SFR_396p_400K_0,30.677419354838708,13.84566334056518,EPLNight_0,AVC,SFR,396p,400
481,USOpen_AVC_HFR_396p_900K_0,43.6,15.337535656030274,USOpen_0,AVC,HFR,396p,900
482,EPLNight_HEVC_SFR_288p_300K_0,17.689655172413794,13.916260517022726,EPLNight_0,HEVC,SFR,288p,300
483,EPLDay_AVC_HFR_540p_1300K_8,43.75,15.67242801865748,EPLDay_8,AVC,HFR,540p,1300
484,USOpen_SRC_SRC_SRC_SRC_648,72.83870967741936,20.048484415718953,USOpen_648,SRC,SRC,SRC,100000
485,EPLDay_HEVC_SFR_396p_600K_74,34.225806451612904,13.116622493613146,EPLDay_74,HEVC,SFR,396p,600
486,USOpen_HEVC_HFR_396p_900K_648,46.645161290322584,12.987707307412563,USOpen_648,HEVC,HFR,396p,900
487,TNFF_AVC_HFR_540p_1300K_336,54.03225806451613,15.171033245624846,TNFF_336,AVC,HFR,540p,1300
488,EPLDay_HEVC_SFR_540p_1100K_74,55.25806451612903,15.065379542846944,EPLDay_74,HEVC,SFR,540p,1100
489,TNFF_HEVC_HFR_540p_1900K_336,65.16129032258064,15.742067688498267,TNFF_336,HEVC,HFR,540p,1900
490,TNFF_HEVC_HFR_288p_300K_114,13.875,10.517099172300316,TNFF_114,HEVC,HFR,288p,300
491,USOpen_HEVC_SFR_540p_1900K_648,54.12903225806452,15.275411267329472,USOpen_648,HEVC,SFR,540p,1900
492,EPLDay_HEVC_HFR_396p_600K_74,34.41935483870968,15.626227319123712,EPLDay_74,HEVC,HFR,396p,600
493,TNFF_HEVC_SFR_540p_1900K_114,65.25,12.108881038312335,TNFF_114,HEVC,SFR,540p,1900
494,EPLDay_AVC_HFR_396p_600K_74,27.580645161290324,15.628291536759878,EPLDay_74,AVC,HFR,396p,600
495,TNFF_HEVC_SFR_288p_300K_114,16.40625,12.338606523327503,TNFF_114,HEVC,SFR,288p,300
496,USOpen_HEVC_SFR_288p_300K_648,23.35483870967742,15.37813359013118,USOpen_648,HEVC,SFR,288p,300
497,EPLDay_HEVC_SFR_720p_2200K_74,66.58064516129032,19.012346062744946,EPLDay_74,HEVC,SFR,720p,2200
498,USOpen_AVC_SFR_720p_2000K_648,65.51612903225806,17.947721515452983,USOpen_648,AVC,SFR,720p,2000
499,EPLDay_AVC_HFR_540p_1300K_74,51.74193548387097,16.62483129564751,EPLDay_74,AVC,HFR,540p,1300
500,TNFF_SRC_SRC_SRC_SRC_336,79.83870967741936,17.930145411125366,TNFF_336,SRC,SRC,SRC,100000
501,EPLDay_AVC_SFR_540p_1200K_74,45.935483870967744,18.172889208522232,EPLDay_74,AVC,SFR,540p,1200
502,USOpen_HEVC_HFR_540p_1100K_648,58.54838709677419,13.030581176050436,USOpen_648,HEVC,HFR,540p,1100
503,TNFF_HEVC_HFR_396p_900K_114,40.90625,14.453285472082118,TNFF_114,HEVC,HFR,396p,900
504,USOpen_HEVC_HFR_720p_2200K_148,63.375,17.401059594174143,USOpen_148,HEVC,HFR,720p,2200
505,USOpen_AVC_HFR_396p_600K_648,41.645161290322584,13.67726719331063,USOpen_648,AVC,HFR,396p,600
506,TNFF_HEVC_HFR_288p_300K_336,22.387096774193548,14.940046679883112,TNFF_336,HEVC,HFR,288p,300
507,USOpen_HEVC_HFR_396p_600K_648,43.645161290322584,11.560635062076026,USOpen_648,HEVC,HFR,396p,600
508,TNFF_HEVC_HFR_720p_2200K_114,65.8125,18.779040011406334,TNFF_114,HEVC,HFR,720p,2200
509,USOpen_HEVC_SFR_396p_600K_648,38.41935483870968,13.680157972933356,USOpen_648,HEVC,SFR,396p,600
510,USOpen_SRC_SRC_SRC_SRC_148,71.24242424242425,19.654639830083923,USOpen_148,SRC,SRC,SRC,100000
511,USOpen_AVC_SFR_396p_800K_648,38.225806451612904,13.89060875003,USOpen_648,AVC,SFR,396p,800
512,TNFF_AVC_SFR_396p_400K_336,24.032258064516128,13.014839845017963,TNFF_336,AVC,SFR,396p,400
513,USOpen_AVC_HFR_540p_1900K_648,64.03225806451613,14.922344948838047,USOpen_648,AVC,HFR,540p,1900
514,EPLDay_HEVC_SFR_288p_300K_74,24.387096774193548,19.172691297031825,EPLDay_74,HEVC,SFR,288p,300
515,USOpen_HEVC_SFR_396p_600K_148,51.8125,16.129238783960016,USOpen_148,HEVC,SFR,396p,600
516,EPLDay_AVC_HFR_288p_300K_74,15.64516129032258,13.780651202125052,EPLDay_74,AVC,HFR,288p,300
517,USOpen_HEVC_SFR_720p_2200K_148,71.15625,15.421392153028856,USOpen_148,HEVC,SFR,720p,2200
518,USOpen_AVC_HFR_720p_2200K_648,73.19354838709677,14.66270087965953,USOpen_648,AVC,HFR,720p,2200
519,USOpen_HEVC_SFR_540p_1900K_148,63.21875,17.005025681765375,USOpen_148,HEVC,SFR,540p,1900
520,EPLDay_HEVC_HFR_540p_1900K_74,60.38709677419355,15.194815370774503,EPLDay_74,HEVC,HFR,540p,1900
521,USOpen_HEVC_HFR_540p_1900K_148,66.40625,16.81305180321229,USOpen_148,HEVC,HFR,540p,1900
522,TNFF_AVC_SFR_540p_1200K_114,43.09375,15.89685380625676,TNFF_114,AVC,SFR,540p,1200
523,TNFF_AVC_SFR_540p_1200K_336,54.67741935483871,14.46327294591416,TNFF_336,AVC,SFR,540p,1200
524,TNFF_AVC_HFR_396p_900K_114,34.5625,13.294588889845372,TNFF_114,AVC,HFR,396p,900
525,USOpen_HEVC_SFR_288p_300K_148,36.34375,15.792817542715422,USOpen_148,HEVC,SFR,288p,300
526,EPLDay_AVC_SFR_720p_2000K_74,59.645161290322584,16.479798752092496,EPLDay_74,AVC,SFR,720p,2000
527,USOpen_AVC_SFR_540p_1200K_148,61.5,13.543910070581537,USOpen_148,AVC,SFR,540p,1200
528,TNFF_HEVC_HFR_540p_1900K_114,60.96875,15.296005146360928,TNFF_114,HEVC,HFR,540p,1900
529,TNFF_AVC_HFR_396p_900K_336,45.38709677419355,15.203304860064279,TNFF_336,AVC,HFR,396p,900
530,USOpen_AVC_SFR_396p_800K_148,48.71875,16.369243978800608,USOpen_148,AVC,SFR,396p,800
531,TNFF_AVC_SFR_720p_2000K_114,59.25,15.443445211480501,TNFF_114,AVC,SFR,720p,2000
532,TNFF_AVC_HFR_540p_1900K_336,54.96774193548387,14.656241367764688,TNFF_336,AVC,HFR,540p,1900
533,EPLDay_HEVC_SFR_396p_900K_74,44.483870967741936,16.32111430363696,EPLDay_74,HEVC,SFR,396p,900
534,TNFF_HEVC_SFR_396p_900K_336,51.903225806451616,11.571251469133088,TNFF_336,HEVC,SFR,396p,900
535,TNFF_HEVC_SFR_396p_600K_114,33.53125,13.770403895220358,TNFF_114,HEVC,SFR,396p,600
536,TNFF_AVC_SFR_540p_1800K_336,56.74193548387097,16.45711482951877,TNFF_336,AVC,SFR,540p,1800
537,USOpen_AVC_SFR_720p_2000K_148,69.4375,13.914779687440259,USOpen_148,AVC,SFR,720p,2000
538,TNFF_AVC_SFR_288p_200K_336,16.419354838709676,17.375871653324303,TNFF_336,AVC,SFR,288p,200
539,USOpen_HEVC_SFR_540p_1100K_148,56.84375,14.055935968035,USOpen_148,HEVC,SFR,540p,1100
540,EPLDay_HEVC_HFR_288p_300K_74,20.612903225806452,16.765320233715247,EPLDay_74,HEVC,HFR,288p,300
541,USOpen_HEVC_HFR_396p_900K_148,50.5625,15.001952997859979,USOpen_148,HEVC,HFR,396p,900
542,TNFF_HEVC_SFR_540p_1900K_336,67.87096774193549,14.18027238348852,TNFF_336,HEVC,SFR,540p,1900
543,TNFF_AVC_HFR_288p_300K_114,9.8125,9.54082510844843,TNFF_114,AVC,HFR,288p,300
544,USOpen_AVC_HFR_288p_300K_648,25.548387096774192,16.761782008731068,USOpen_648,AVC,HFR,288p,300
545,TNFF_SRC_SRC_SRC_SRC_114,80.46875,15.92950166946537,TNFF_114,SRC,SRC,SRC,100000
546,TNFF_HEVC_HFR_396p_600K_336,44.03225806451613,16.05129654288389,TNFF_336,HEVC,HFR,396p,600
547,USOpen_HEVC_SFR_540p_1100K_648,55.61290322580645,13.43965586002097,USOpen_648,HEVC,SFR,540p,1100
548,USOpen_AVC_HFR_540p_1300K_148,55.59375,10.535236634148282,USOpen_148,AVC,HFR,540p,1300
549,TNFF_AVC_HFR_540p_1300K_114,45.375,15.111564280378124,TNFF_114,AVC,HFR,540p,1300
550,EPLDay_AVC_SFR_288p_200K_74,12.225806451612904,13.99011097149687,EPLDay_74,AVC,SFR,288p,200
551,TNFF_AVC_HFR_288p_300K_336,17.870967741935484,14.970383526631618,TNFF_336,AVC,HFR,288p,300
552,EPLDay_SRC_SRC_SRC_SRC_74,85.06451612903226,16.88468571998434,EPLDay_74,SRC,SRC,SRC,100000
553,TNFF_HEVC_SFR_396p_600K_336,48.61290322580645,15.004681891598173,TNFF_336,HEVC,SFR,396p,600
554,USOpen_AVC_HFR_540p_1900K_148,57.96875,16.83093204304206,USOpen_148,AVC,HFR,540p,1900
555,USOpen_AVC_SFR_540p_1800K_648,54.87096774193548,15.503884914774499,USOpen_648,AVC,SFR,540p,1800
556,USOpen_HEVC_HFR_540p_1100K_148,58.4375,11.363146296250877,USOpen_148,HEVC,HFR,540p,1100
557,TNFF_HEVC_HFR_396p_900K_336,52.225806451612904,11.934524808895908,TNFF_336,HEVC,HFR,396p,900
558,TNFF_HEVC_SFR_720p_2200K_114,67.625,14.347800354061246,TNFF_114,HEVC,SFR,720p,2200
559,USOpen_HEVC_SFR_720p_2200K_648,67.09677419354838,16.322070628268115,USOpen_648,HEVC,SFR,720p,2200
560,EPLDay_HEVC_HFR_540p_1100K_74,49.03225806451613,14.447868178424963,EPLDay_74,HEVC,HFR,540p,1100
561,USOpen_AVC_HFR_396p_600K_148,46.59375,15.632217083238706,USOpen_148,AVC,HFR,396p,600
562,EPLDay_HEVC_SFR_540p_1900K_74,59.064516129032256,14.650631350198438,EPLDay_74,HEVC,SFR,540p,1900
563,USOpen_AVC_HFR_396p_900K_148,44.78125,16.057969935128785,USOpen_148,AVC,HFR,396p,900
564,USOpen_AVC_HFR_396p_900K_648,42.096774193548384,13.759113903177933,USOpen_648,AVC,HFR,396p,900
565,TNFF_AVC_SFR_540p_1800K_114,57.84375,18.725165845393732,TNFF_114,AVC,SFR,540p,1800
566,USOpen_AVC_SFR_540p_1200K_648,53.806451612903224,13.582292444727816,USOpen_648,AVC,SFR,540p,1200
567,EPLDay_HEVC_HFR_720p_2200K_74,65.54838709677419,16.33487997660699,EPLDay_74,HEVC,HFR,720p,2200
568,USOpen_HEVC_HFR_540p_1900K_648,66.3225806451613,14.770037448953754,USOpen_648,HEVC,HFR,540p,1900
569,EPLDay_AVC_HFR_540p_1900K_74,54.806451612903224,19.578492733903946,EPLDay_74,AVC,HFR,540p,1900
570,USOpen_AVC_HFR_540p_1300K_648,63.32258064516129,14.737240729119291,USOpen_648,AVC,HFR,540p,1300
571,USOpen_AVC_SFR_396p_400K_148,39.71875,15.790096530341415,USOpen_148,AVC,SFR,396p,400
572,USOpen_HEVC_SFR_396p_900K_648,40.67741935483871,14.258867296039925,USOpen_648,HEVC,SFR,396p,900
573,TNFF_AVC_HFR_540p_1900K_114,52.53125,13.928353220589289,TNFF_114,AVC,HFR,540p,1900
574,USOpen_HEVC_HFR_720p_2200K_648,73.3225806451613,16.073193666181997,USOpen_648,HEVC,HFR,720p,2200
575,TNFF_HEVC_HFR_540p_1100K_114,51.21875,15.094979246010906,TNFF_114,HEVC,HFR,540p,1100
576,TNFF_AVC_SFR_396p_800K_336,41.193548387096776,16.1912348945023,TNFF_336,AVC,SFR,396p,800
577,USOpen_AVC_SFR_288p_200K_148,26.46875,15.902013188194129,USOpen_148,AVC,SFR,288p,200
578,TNFF_AVC_HFR_720p_2200K_336,64.61290322580645,16.914733831885677,TNFF_336,AVC,HFR,720p,2200
579,TNFF_AVC_SFR_288p_200K_114,7.34375,13.063808247884689,TNFF_114,AVC,SFR,288p,200
580,EPLDay_AVC_SFR_396p_800K_74,38.096774193548384,15.536335846320284,EPLDay_74,AVC,SFR,396p,800
581,TNFF_HEVC_HFR_720p_2200K_336,69.25806451612904,18.229659883818695,TNFF_336,HEVC,HFR,720p,2200
582,USOpen_AVC_SFR_396p_400K_648,38.483870967741936,13.444919817037828,USOpen_648,AVC,SFR,396p,400
583,TNFF_AVC_HFR_396p_600K_336,37.774193548387096,18.98167142682876,TNFF_336,AVC,HFR,396p,600
584,TNFF_AVC_SFR_396p_400K_114,18.875,11.14604750573045,TNFF_114,AVC,SFR,396p,400
585,USOpen_HEVC_HFR_396p_600K_148,41.5625,17.30776108426506,USOpen_148,HEVC,HFR,396p,600
586,TNFF_HEVC_SFR_288p_300K_336,26.483870967741936,14.08927976762643,TNFF_336,HEVC,SFR,288p,300
587,USOpen_AVC_SFR_288p_200K_648,21.0,19.340747558691525,USOpen_648,AVC,SFR,288p,200
588,TNFF_HEVC_HFR_396p_600K_114,29.71875,13.798175547422927,TNFF_114,HEVC,HFR,396p,600
589,TNFF_AVC_SFR_720p_2000K_336,61.16129032258065,19.011196657103614,TNFF_336,AVC,SFR,720p,2000
590,EPLDay_AVC_HFR_720p_2200K_74,59.45161290322581,14.853779164342631,EPLDay_74,AVC,HFR,720p,2200
591,USOpen_AVC_SFR_540p_1800K_148,61.6875,16.419191324483677,USOpen_148,AVC,SFR,540p,1800
592,TNFF_HEVC_HFR_540p_1100K_336,54.70967741935484,15.362697907357155,TNFF_336,HEVC,HFR,540p,1100
593,USOpen_AVC_HFR_288p_300K_148,32.8125,17.974700101809766,USOpen_148,AVC,HFR,288p,300
594,TNFF_AVC_HFR_396p_600K_114,24.78125,15.633966177445185,TNFF_114,AVC,HFR,396p,600
595,EPLDay_AVC_SFR_540p_1800K_74,56.806451612903224,14.592130788796272,EPLDay_74,AVC,SFR,540p,1800
596,USOpen_AVC_HFR_720p_2200K_148,63.18181818181818,15.39865115197677,USOpen_148,AVC,HFR,720p,2200
597,TNFF_HEVC_SFR_540p_1100K_336,62.25806451612903,17.592094525731984,TNFF_336,HEVC,SFR,540p,1100
598,USOpen_HEVC_HFR_288p_300K_648,19.516129032258064,14.435330689401713,USOpen_648,HEVC,HFR,288p,300
599,TNFF_HEVC_SFR_396p_900K_114,46.25,14.48706319445042,TNFF_114,HEVC,SFR,396p,900
600,EPLDay_AVC_HFR_396p_900K_74,35.935483870967744,15.073872897192269,EPLDay_74,AVC,HFR,396p,900
601,TNFF_AVC_HFR_720p_2200K_114,60.53125,14.943611458998122,TNFF_114,AVC,HFR,720p,2200
602,EPLDay_AVC_SFR_396p_400K_74,24.612903225806452,16.526962173008506,EPLDay_74,AVC,SFR,396p,400
603,TNFF_AVC_SFR_396p_800K_114,35.65625,18.221912247003605,TNFF_114,AVC,SFR,396p,800
604,EPLDay_HEVC_HFR_396p_900K_74,42.87096774193548,12.478993795985707,EPLDay_74,HEVC,HFR,396p,900
605,TNFF_HEVC_SFR_540p_1100K_114,54.375,14.700658998834031,TNFF_114,HEVC,SFR,540p,1100
606,USOpen_HEVC_SFR_396p_900K_148,54.09375,16.11745826541828,USOpen_148,HEVC,SFR,396p,900
607,TNFF_HEVC_SFR_720p_2200K_336,73.2258064516129,14.390206520563718,TNFF_336,HEVC,SFR,720p,2200
608,USOpen_HEVC_HFR_288p_300K_148,34.1875,17.47934048383977,USOpen_148,HEVC,HFR,288p,300
609,TNFNFL_SRC_SRC_SRC_SRC_4211,63.36666666666667,15.116179705497315,TNFNFL_4211,SRC,SRC,SRC,100000
610,USOpen_AVC_SFR_396p_800K_604,47.266666666666666,14.217203975778393,USOpen_604,AVC,SFR,396p,800
611,TNFNFL_HEVC_HFR_540p_1100K_4211,39.7,14.597145839740955,TNFNFL_4211,HEVC,HFR,540p,1100
612,Cricket2_HEVC_SFR_288p_300K_210,29.161290322580644,12.778754480660591,Cricket2_210,HEVC,SFR,288p,300
613,USOpen_AVC_SFR_540p_1800K_604,55.666666666666664,14.517422483194306,USOpen_604,AVC,SFR,540p,1800
614,Cricket2_HEVC_HFR_288p_300K_210,27.516129032258064,17.11982621207756,Cricket2_210,HEVC,HFR,288p,300
615,EPLNight_HEVC_SFR_288p_300K_58,7.290322580645161,9.063195862982354,EPLNight_58,HEVC,SFR,288p,300
616,TNFNFL_HEVC_HFR_720p_2200K_4211,46.93333333333333,18.286485598811915,TNFNFL_4211,HEVC,HFR,720p,2200
617,USOpen_AVC_HFR_396p_900K_604,48.2,15.921473968616514,USOpen_604,AVC,HFR,396p,900
618,EPLNight_HEVC_HFR_540p_1900K_58,54.29032258064516,15.758650565257076,EPLNight_58,HEVC,HFR,540p,1900
619,USOpen_AVC_HFR_540p_1900K_604,63.63333333333333,15.856614462810848,USOpen_604,AVC,HFR,540p,1900
620,EPLNight_HEVC_HFR_288p_300K_58,7.290322580645161,12.086231965412058,EPLNight_58,HEVC,HFR,288p,300
621,TNFNFL_HEVC_SFR_396p_600K_4211,26.8,16.011246047700347,TNFNFL_4211,HEVC,SFR,396p,600
622,USOpen_HEVC_SFR_540p_1100K_604,58.6,13.477388471065158,USOpen_604,HEVC,SFR,540p,1100
623,TNFNFL_AVC_HFR_720p_2200K_4211,54.766666666666666,19.47765101055281,TNFNFL_4211,AVC,HFR,720p,2200
624,USOpen_HEVC_HFR_288p_300K_604,33.53333333333333,16.24342602066722,USOpen_604,HEVC,HFR,288p,300
625,Cricket2_SRC_SRC_SRC_SRC_210,80.51612903225806,17.266172349315116,Cricket2_210,SRC,SRC,SRC,100000
626,USOpen_HEVC_HFR_540p_1100K_604,62.4,14.237509145446287,USOpen_604,HEVC,HFR,540p,1100
627,TNFNFL_HEVC_SFR_396p_900K_4211,33.4,16.523922052587878,TNFNFL_4211,HEVC,SFR,396p,900
628,EPLNight_HEVC_SFR_540p_1100K_58,46.774193548387096,11.591736983089275,EPLNight_58,HEVC,SFR,540p,1100
629,Cricket1_HEVC_SFR_288p_300K_210,26.258064516129032,12.582547416151812,Cricket1_210,HEVC,SFR,288p,300
630,TNFNFL_AVC_HFR_396p_600K_4211,24.666666666666668,14.558693470073319,TNFNFL_4211,AVC,HFR,396p,600
631,Cricket2_AVC_SFR_396p_400K_210,38.41935483870968,14.877508882588808,Cricket2_210,AVC,SFR,396p,400
632,TNFNFL_HEVC_HFR_396p_900K_4211,28.766666666666666,13.225438451039052,TNFNFL_4211,HEVC,HFR,396p,900
633,EPLNight_HEVC_HFR_720p_2200K_58,63.67741935483871,16.145282136765353,EPLNight_58,HEVC,HFR,720p,2200
634,TNFNFL_HEVC_SFR_540p_1100K_4211,34.733333333333334,15.556206335593378,TNFNFL_4211,HEVC,SFR,540p,1100
635,Cricket1_AVC_HFR_288p_300K_210,22.870967741935484,14.909927274186822,Cricket1_210,AVC,HFR,288p,300
636,TNFNFL_AVC_SFR_396p_800K_4211,31.3,13.706810959032982,TNFNFL_4211,AVC,SFR,396p,800
637,Cricket2_HEVC_HFR_396p_900K_210,45.29032258064516,13.610227530953656,Cricket2_210,HEVC,HFR,396p,900
638,TNFNFL_AVC_SFR_540p_1200K_4211,43.5,13.5,TNFNFL_4211,AVC,SFR,540p,1200
639,USOpen_AVC_SFR_288p_200K_604,24.133333333333333,13.576286515669723,USOpen_604,AVC,SFR,288p,200
640,Cricket1_HEVC_HFR_540p_1900K_210,58.774193548387096,19.79851685129283,Cricket1_210,HEVC,HFR,540p,1900
641,USOpen_AVC_SFR_720p_2000K_604,68.43333333333334,15.217716283624455,USOpen_604,AVC,SFR,720p,2000
642,Cricket1_HEVC_SFR_396p_600K_210,40.225806451612904,14.22562358159106,Cricket1_210,HEVC,SFR,396p,600
643,TNFNFL_HEVC_HFR_396p_600K_4211,21.633333333333333,14.675338345522244,TNFNFL_4211,HEVC,HFR,396p,600
644,Cricket1_SRC_SRC_SRC_SRC_210,78.74193548387096,17.895697341838243,Cricket1_210,SRC,SRC,SRC,100000
645,USOpen_AVC_HFR_288p_300K_604,34.666666666666664,13.337499349161703,USOpen_604,AVC,HFR,288p,300
646,Cricket1_HEVC_SFR_540p_1900K_210,63.38709677419355,16.0737763179555,Cricket1_210,HEVC,SFR,540p,1900
647,EPLNight_HEVC_SFR_720p_2200K_58,70.61290322580645,15.646657726904262,EPLNight_58,HEVC,SFR,720p,2200
648,Cricket2_HEVC_SFR_396p_900K_210,47.96774193548387,14.295236903491706,Cricket2_210,HEVC,SFR,396p,900
649,EPLNight_AVC_SFR_288p_200K_58,6.096774193548387,8.282725275008795,EPLNight_58,AVC,SFR,288p,200
650,Cricket1_HEVC_HFR_720p_2200K_210,69.09677419354838,19.304612249674992,Cricket1_210,HEVC,HFR,720p,2200
651,USOpen_HEVC_SFR_396p_900K_604,46.833333333333336,16.323976911960585,USOpen_604,HEVC,SFR,396p,900
652,Cricket1_AVC_SFR_720p_2000K_210,57.58064516129032,18.96988138032937,Cricket1_210,AVC,SFR,720p,2000
653,EPLNight_AVC_HFR_288p_300K_58,9.064516129032258,11.381749635529193,EPLNight_58,AVC,HFR,288p,300
654,Cricket2_HEVC_HFR_396p_600K_210,42.354838709677416,17.31780435143643,Cricket2_210,HEVC,HFR,396p,600
655,Cricket1_AVC_SFR_540p_1800K_210,54.67741935483871,16.296421726324034,Cricket1_210,AVC,SFR,540p,1800
656,EPLNight_AVC_SFR_720p_2000K_58,64.48387096774194,16.63240321266028,EPLNight_58,AVC,SFR,720p,2000
657,Cricket2_HEVC_SFR_396p_600K_210,46.29032258064516,11.52331031175951,Cricket2_210,HEVC,SFR,396p,600
658,USOpen_AVC_SFR_396p_400K_604,43.43333333333333,13.195159044976387,USOpen_604,AVC,SFR,396p,400
659,Cricket2_AVC_HFR_396p_900K_210,49.87096774193548,12.589657648587464,Cricket2_210,AVC,HFR,396p,900
660,EPLNight_HEVC_HFR_396p_600K_58,21.838709677419356,15.24868428844325,EPLNight_58,HEVC,HFR,396p,600
661,Cricket2_HEVC_HFR_540p_1900K_210,61.903225806451616,17.12073792257587,Cricket2_210,HEVC,HFR,540p,1900
662,Cricket1_HEVC_HFR_288p_300K_210,28.129032258064516,14.922902803936427,Cricket1_210,HEVC,HFR,288p,300
663,Cricket2_AVC_SFR_720p_2000K_210,64.2258064516129,17.48494223595826,Cricket2_210,AVC,SFR,720p,2000
664,Cricket1_HEVC_SFR_720p_2200K_210,68.87096774193549,19.283524533090787,Cricket1_210,HEVC,SFR,720p,2200
665,USOpen_SRC_SRC_SRC_SRC_604,70.2,15.780578781105168,USOpen_604,SRC,SRC,SRC,100000
666,Cricket1_HEVC_HFR_540p_1100K_210,50.903225806451616,20.95979998474757,Cricket1_210,HEVC,HFR,540p,1100
667,Cricket2_AVC_HFR_540p_1300K_210,50.806451612903224,15.010575529656737,Cricket2_210,AVC,HFR,540p,1300
668,EPLNight_AVC_HFR_396p_600K_58,24.870967741935484,12.898466864343696,EPLNight_58,AVC,HFR,396p,600
669,TNFNFL_AVC_HFR_288p_300K_4211,7.733333333333333,10.269480133980599,TNFNFL_4211,AVC,HFR,288p,300
670,EPLNight_SRC_SRC_SRC_SRC_58,94.03225806451613,11.448295748551656,EPLNight_58,SRC,SRC,SRC,100000
671,Cricket2_AVC_SFR_396p_800K_210,48.32258064516129,15.850892102246004,Cricket2_210,AVC,SFR,396p,800
672,TNFNFL_HEVC_SFR_720p_2200K_4211,50.7,17.043376034890112,TNFNFL_4211,HEVC,SFR,720p,2200
673,Cricket1_AVC_SFR_396p_800K_210,43.32258064516129,15.674896916416087,Cricket1_210,AVC,SFR,396p,800
674,EPLNight_AVC_HFR_540p_1900K_58,55.45161290322581,15.393418597186935,EPLNight_58,AVC,HFR,540p,1900
675,USOpen_HEVC_HFR_396p_600K_604,47.166666666666664,17.02954948187284,USOpen_604,HEVC,HFR,396p,600
676,Cricket2_AVC_HFR_720p_2200K_210,61.41935483870968,20.66752820645014,Cricket2_210,AVC,HFR,720p,2200
677,USOpen_HEVC_SFR_540p_1900K_604,56.5,14.165097952361643,USOpen_604,HEVC,SFR,540p,1900
678,Cricket2_AVC_HFR_396p_600K_210,43.87096774193548,12.196620196790827,Cricket2_210,AVC,HFR,396p,600
679,Cricket1_HEVC_HFR_396p_600K_210,37.483870967741936,16.58967997852286,Cricket1_210,HEVC,HFR,396p,600
680,TNFNFL_HEVC_HFR_288p_300K_4211,8.6,11.749042514179614,TNFNFL_4211,HEVC,HFR,288p,300
